sample_id,dsid,file,filename,descriptor,generator,simulation_config,xsec_pb,k_factor,filter_eff,sumw,sumw2,num_events,entries,effective_lumi_fb
506104,506104,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_506104.aMCH7EG_VBF_Htautaulm15hp20.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_506104.aMCH7EG_VBF_Htautaulm15hp20.GamGam.root,aMCH7EG_VBF_Htautaulm15hp20,aMCH7EG,VBF_Htautaulm15hp20,3.6728,1.0,0.17825,737011.25,12150988.0,200000,328,1125.7638504263023
506811,506811,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_506811.aMCH7EG_VBF_HC_Hyy.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_506811.aMCH7EG_VBF_HC_Hyy.GamGam.root,aMCH7EG_VBF_HC_Hyy,aMCH7EG,VBF_HC_Hyy,0.005702,1.0,1.0,841.801147,21.274437,148000,75596,147.63261083830236
506813,506813,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_506813.aMCPy8EG_ZH_had_FxFx_Hyy.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_506813.aMCPy8EG_ZH_had_FxFx_Hyy.GamGam.root,aMCPy8EG_ZH_had_FxFx_Hyy,aMCPy8EG,ZH_had_FxFx_Hyy,0.54655,1.0,1.0,50597.875,130974.90625,40000,17253,92.57684566828287
506814,506814,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_506814.aMCPy8EG_ggZH_Zhad_Hyy.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_506814.aMCPy8EG_ggZH_Zhad_Hyy.GamGam.root,aMCPy8EG_ggZH_Zhad_Hyy,aMCPy8EG,ggZH_Zhad_Hyy,0.1227,1.0,0.001587,1381.549316,47.717033,40000,21481,7094.877522083719
507366,507366,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_507366.MGPy8EG_A14NNPDF23LO_GGM_N1N2C1_950.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_507366.MGPy8EG_A14NNPDF23LO_GGM_N1N2C1_950.GamGam.root,MGPy8EG_A14NNPDF23LO_GGM_N1N2C1_950,MGPy8EG,A14NNPDF23LO_GGM_N1N2C1_950,0.001148,1.0,1.0,11.254814,0.013099,10000,985,9.803844947735191
510097,510097,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_510097.MGPy8EG_A14N23LO_DM_4topscalar_p1000_c1_nonallhad.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_510097.MGPy8EG_A14N23LO_DM_4topscalar_p1000_c1_nonallhad.GamGam.root,MGPy8EG_A14N23LO_DM_4topscalar_p1000_c1_nonallhad,MGPy8EG,A14N23LO_DM_4topscalar_p1000_c1_nonallhad,0.000511,1.0,0.790939,11.734678,0.006914,20000,177,29.034027673550074
523692,523692,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_523692.MGPy8EG_A14N23LO_TT_tN1_1200_200_MS.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_523692.MGPy8EG_A14N23LO_TT_tN1_1200_200_MS.GamGam.root,MGPy8EG_A14N23LO_TT_tN1_1200_200_MS,MGPy8EG,A14N23LO_TT_tN1_1200_200_MS,0.0017,1.0,1.0,9.60696,0.009511,10000,84,5.651152941176472
600017,600017,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600017.PhH7EG_H7UE_716_tchan_lept_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600017.PhH7EG_H7UE_716_tchan_lept_antitop.GamGam.root,PhH7EG_H7UE_716_tchan_lept_antitop,PhH7EG,H7UE_716_tchan_lept_antitop,22.194,1.0,1.0,35961968.0,846656128.0,1620000,381,1620.3463999279084
600018,600018,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600018.PhH7EG_H7UE_716_tchan_lept_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600018.PhH7EG_H7UE_716_tchan_lept_top.GamGam.root,PhH7EG_H7UE_716_tchan_lept_top,PhH7EG,H7UE_716_tchan_lept_top,37.019,1.0,1.0,103617412.0,4011110144.0,2799000,670,2799.0332531943054
600019,600019,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600019.PhH7EG_H7UE_716_schan_lept_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600019.PhH7EG_H7UE_716_schan_lept_antitop.GamGam.root,PhH7EG_H7UE_716_schan_lept_antitop,PhH7EG,H7UE_716_schan_lept_antitop,1.2687,1.0,1.0,177586.421875,228244.609375,140000,36,139.97510985654606
600020,600020,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600020.PhH7EG_H7UE_716_schan_lept_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600020.PhH7EG_H7UE_716_schan_lept_top.GamGam.root,PhH7EG_H7UE_716_schan_lept_top,PhH7EG,H7UE_716_schan_lept_top,2.0279,1.0,1.0,324472.78125,658916.875,160000,48,160.0043302184526
600565,600565,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600565.PhH7EG_ggH125_tautauh30h20_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600565.PhH7EG_ggH125_tautauh30h20_ShowerSys_fix.GamGam.root,PhH7EG_ggH125_tautauh30h20_ShowerSys_fix,PhH7EG,ggH125_tautauh30h20_ShowerSys_fix,28.295,1.717,0.028107,27471440.0,786280640.0,969000,3134,20118.098853636562
600566,600566,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600566.PhH7EG_ggH125_tautaul13l7_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600566.PhH7EG_ggH125_tautaul13l7_ShowerSys_fix.GamGam.root,PhH7EG_ggH125_tautaul13l7_ShowerSys_fix,PhH7EG,ggH125_tautaul13l7_ShowerSys_fix,28.297,1.717,0.027158,19568309.0,559890208.0,690000,133,14830.125411686942
600567,600567,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600567.PhH7EG_ggH125_ttlp15hm20_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600567.PhH7EG_ggH125_ttlp15hm20_ShowerSys_fix.GamGam.root,PhH7EG_ggH125_ttlp15hm20_ShowerSys_fix,PhH7EG,ggH125_ttlp15hm20_ShowerSys_fix,28.295,1.717,0.010304,10206199.0,292116640.0,360000,368,20388.167292759157
600568,600568,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600568.PhH7EG_ggH125_ttlm15hp20_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600568.PhH7EG_ggH125_ttlm15hp20_ShowerSys_fix.GamGam.root,PhH7EG_ggH125_ttlm15hp20_ShowerSys_fix,PhH7EG,ggH125_ttlm15hp20_ShowerSys_fix,28.295,1.717,0.010302,11598238.0,331876960.0,409000,357,23173.438379752184
600569,600569,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600569.PhH7EG_VBFH125_tautauh30h20_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600569.PhH7EG_VBFH125_tautauh30h20_ShowerSys_fix.GamGam.root,PhH7EG_VBFH125_tautauh30h20_ShowerSys_fix,PhH7EG,VBFH125_tautauh30h20_ShowerSys_fix,3.7361,1.0,0.029581,897040.8125,3374855.75,240000,1090,8116.725505468727
600570,600570,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600570.PhH7EG_VBFH125_tautaul13l7_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600570.PhH7EG_VBFH125_tautaul13l7_ShowerSys_fix.GamGam.root,PhH7EG_VBFH125_tautaul13l7_ShowerSys_fix,PhH7EG,VBFH125_tautaul13l7_ShowerSys_fix,3.7361,1.0,0.029284,597962.25,2249903.75,160000,87,5465.436806767256
600571,600571,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600571.PhH7EG_VBFH125_tautaulp15hm20_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600571.PhH7EG_VBFH125_tautaulp15hm20_ShowerSys_fix.GamGam.root,PhH7EG_VBFH125_tautaulp15hm20_ShowerSys_fix,PhH7EG,VBFH125_tautaulp15hm20_ShowerSys_fix,3.7362,1.0,0.011016,298928.625,1124951.875,80000,153,7262.956802310644
600572,600572,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600572.PhH7EG_VBFH125_tautaulm15hp20_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600572.PhH7EG_VBFH125_tautaulm15hp20_ShowerSys_fix.GamGam.root,PhH7EG_VBFH125_tautaulm15hp20_ShowerSys_fix,PhH7EG,VBFH125_tautaulm15hp20_ShowerSys_fix,3.7361,1.0,0.011006,298921.125,1124951.875,80000,144,7269.568071721932
600573,600573,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600573.PhH7EG_WmH125J_Winc_MINLO_tt_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600573.PhH7EG_WmH125J_Winc_MINLO_tt_ShowerSys_fix.GamGam.root,PhH7EG_WmH125J_Winc_MINLO_tt_ShowerSys_fix,PhH7EG,WmH125J_Winc_MINLO_tt_ShowerSys_fix,0.54011,1.0,0.06272,26963.259766,15068.458008,50000,133,795.9469591110314
600574,600574,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600574.PhH7EG_WpH125J_Winc_MINLO_tt_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600574.PhH7EG_WpH125J_Winc_MINLO_tt_ShowerSys_fix.GamGam.root,PhH7EG_WpH125J_Winc_MINLO_tt_ShowerSys_fix,PhH7EG,WpH125J_Winc_MINLO_tt_ShowerSys_fix,0.86193,1.0,0.06272,68978.0,61515.027344,80000,176,1275.9467540453236
600575,600575,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600575.PhH7EG_ZH125J_Zinc_MINLO_tautau_ShowerSys_fix.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600575.PhH7EG_ZH125J_Zinc_MINLO_tautau_ShowerSys_fix.GamGam.root,PhH7EG_ZH125J_Zinc_MINLO_tautau_ShowerSys_fix,PhH7EG,ZH125J_Zinc_MINLO_tautau_ShowerSys_fix,0.76085,1.0,0.06272,68546.078125,54196.542969,90000,197,1436.4070135081536
600686,600686,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_600686.PhPy8EG_NNPDF3_AZNLO_ggZH125_Htautau_Zinc.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_600686.PhPy8EG_NNPDF3_AZNLO_ggZH125_Htautau_Zinc.GamGam.root,PhPy8EG_NNPDF3_AZNLO_ggZH125_Htautau_Zinc,PhPy8EG,NNPDF3_AZNLO_ggZH125_Htautau_Zinc,0.1227,1.0,0.06272,2297.399902,131.951157,40000,136,298.52862855105366
601352,601352,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601352.PhPy8EG_tW_dyn_DR_incl_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601352.PhPy8EG_tW_dyn_DR_incl_antitop.GamGam.root,PhPy8EG_tW_dyn_DR_incl_antitop,PhPy8EG,tW_dyn_DR_incl_antitop,35.972,1.0,1.0,96216887.0,3502379296.0,2675000,2246,2674.7716835316355
601355,601355,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601355.PhPy8EG_tW_dyn_DR_incl_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601355.PhPy8EG_tW_dyn_DR_incl_top.GamGam.root,PhPy8EG_tW_dyn_DR_incl_top,PhPy8EG,tW_dyn_DR_incl_top,36.003,1.0,1.0,95054189.0,3463158448.0,2640000,2270,2640.174124378524
601487,601487,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601487.PhPy8EG_A14_tchan_pThard1_lep_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601487.PhPy8EG_A14_tchan_pThard1_lep_antitop.GamGam.root,PhPy8EG_A14_tchan_pThard1_lep_antitop,PhPy8EG,A14_tchan_pThard1_lep_antitop,22.193,1.0,1.0,37958281.0,910242240.0,1710000,545,1710.371783895823
601489,601489,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601489.PhPy8EG_A14_tchan_pThard1_lep_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601489.PhPy8EG_A14_tchan_pThard1_lep_top.GamGam.root,PhPy8EG_A14_tchan_pThard1_lep_top,PhPy8EG,A14_tchan_pThard1_lep_top,37.019,1.0,1.0,103620686.0,4024885952.0,2799000,746,2799.121694265107
601491,601491,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601491.PhPy8EG_A14_ttbar_pThard1_dil.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601491.PhPy8EG_A14_ttbar_pThard1_dil.GamGam.root,PhPy8EG_A14_ttbar_pThard1_dil,PhPy8EG,A14_ttbar_pThard1_dil,730.17,1.0,0.105364,4154782080.0,3082250616832.0,5690000,5465,54004.75680753733
601495,601495,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601495.PhPy8EG_A14_ttbar_pThard1_allhad.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601495.PhPy8EG_A14_ttbar_pThard1_allhad.GamGam.root,PhPy8EG_A14_ttbar_pThard1_allhad,PhPy8EG,A14_ttbar_pThard1_allhad,0.526233,1.0,0.16938,131504136.0,97551294464.0,180000,186,1475364.0761861166
601497,601497,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601497.PhPy8EG_A14_ttbar_pThard1_singlelep.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601497.PhPy8EG_A14_ttbar_pThard1_singlelep.GamGam.root,PhPy8EG_A14_ttbar_pThard1_singlelep,PhPy8EG,A14_ttbar_pThard1_singlelep,730.17,1.0,0.438419,17000349120.0,12612847828992.0,23283000,24724,53106.109622128075
601624,601624,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601624.PhPy8EG_tW_DS_dyn_dil_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601624.PhPy8EG_tW_DS_dyn_dil_antitop.GamGam.root,PhPy8EG_tW_DS_dyn_dil_antitop,PhPy8EG,tW_DS_dyn_dil_antitop,3.7841,1.0,1.0,1210971.375,4707965.0,320000,224,320.01569065299543
601627,601627,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601627.PhPy8EG_tW_DS_dyn_incl_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601627.PhPy8EG_tW_DS_dyn_incl_antitop.GamGam.root,PhPy8EG_tW_DS_dyn_incl_antitop,PhPy8EG,tW_DS_dyn_incl_antitop,35.932,1.0,1.0,95587920.0,3526433920.0,2660000,2034,2660.2449070466437
601628,601628,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601628.PhPy8EG_tW_DS_dyn_dil_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601628.PhPy8EG_tW_DS_dyn_dil_top.GamGam.root,PhPy8EG_tW_DS_dyn_dil_top,PhPy8EG,tW_DS_dyn_dil_top,3.7062,1.0,1.0,1482564.875,5659724.0,400000,275,400.0229008148508
601631,601631,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601631.PhPy8EG_tW_DS_dyn_incl_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601631.PhPy8EG_tW_DS_dyn_incl_top.GamGam.root,PhPy8EG_tW_DS_dyn_incl_top,PhPy8EG,tW_DS_dyn_incl_top,35.154,1.0,1.0,90059800.0,3331352320.0,2560000,1979,2561.864937133754
601761,601761,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601761.PhPy8EG_tW_dyn_DR_pThard1_incl_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601761.PhPy8EG_tW_dyn_DR_pThard1_incl_top.GamGam.root,PhPy8EG_tW_dyn_DR_pThard1_incl_top,PhPy8EG,tW_dyn_DR_pThard1_incl_top,36.005,1.0,1.0,96485540.0,3516330784.0,2680000,2223,2679.78169698653
601762,601762,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601762.PhPy8EG_tW_dyn_DR_pThard1_incl_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601762.PhPy8EG_tW_dyn_DR_pThard1_incl_antitop.GamGam.root,PhPy8EG_tW_dyn_DR_pThard1_incl_antitop,PhPy8EG,tW_dyn_DR_pThard1_incl_antitop,35.973,1.0,1.0,94962065.0,3457111232.0,2640000,2274,2639.815000138993
601763,601763,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601763.PhPy8EG_tW_dyn_DR_pThard1_dil_top.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601763.PhPy8EG_tW_dyn_DR_pThard1_dil_top.GamGam.root,PhPy8EG_tW_dyn_DR_pThard1_dil_top,PhPy8EG,tW_dyn_DR_pThard1_dil_top,3.7935,1.0,1.0,1517534.75,5824457.5,400000,295,400.035521286411
601764,601764,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_601764.PhPy8EG_tW_dyn_DR_pThard1_dil_antitop.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_601764.PhPy8EG_tW_dyn_DR_pThard1_dil_antitop.GamGam.root,PhPy8EG_tW_dyn_DR_pThard1_dil_antitop,PhPy8EG,tW_dyn_DR_pThard1_dil_antitop,3.7901,1.0,1.0,1515861.125,5814524.5,400000,285,399.95280467533837
700000,700000,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700000.Sh_228_ttW.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700000.Sh_228_ttW.GamGam.root,Sh_228_ttW,Sh,228_ttW,0.59045,1.0,1.0,161503.546875,321970.0625,170000,283,273.526203531205
700007,700007,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700007.Sh_228_yyy_01NLO.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700007.Sh_228_yyy_01NLO.GamGam.root,Sh_228_yyy_01NLO,Sh,228_yyy_01NLO,0.35513,1.0,1.0,32286.689453,53052.949219,50000,25110,90.91512813054375
700195,700195,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700195.Sh_2210_eegammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700195.Sh_2210_eegammagamma.GamGam.root,Sh_2210_eegammagamma,Sh,2210_eegammagamma,1.3192,1.0,1.0,9670333440.0,1316410831667200.0,150000,6664,7330452.880533658
700196,700196,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700196.Sh_2210_mumugammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700196.Sh_2210_mumugammagamma.GamGam.root,Sh_2210_mumugammagamma,Sh,2210_mumugammagamma,1.3189,1.0,1.0,13560022016.0,1548708164403200.0,250000,8608,10281311.711274548
700197,700197,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700197.Sh_2210_tautaugammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700197.Sh_2210_tautaugammagamma.GamGam.root,Sh_2210_tautaugammagamma,Sh,2210_tautaugammagamma,1.3188,1.0,1.0,4680460288.0,473192820899840.0,100000,5209,3549029.6390658175
700198,700198,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700198.Sh_2210_nunugammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700198.Sh_2210_nunugammagamma.GamGam.root,Sh_2210_nunugammagamma,Sh,2210_nunugammagamma,0.23733,1.0,1.0,347166624.0,4934451331072.0,50000,2875,1462801.2640626975
700199,700199,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700199.Sh_2210_enugammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700199.Sh_2210_enugammagamma.GamGam.root,Sh_2210_enugammagamma,Sh,2210_enugammagamma,2.0108,1.0,1.0,28336531456.0,1.0084442550829056e+16,150000,5760,14092168.020688282
700200,700200,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700200.Sh_2210_munugammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700200.Sh_2210_munugammagamma.GamGam.root,Sh_2210_munugammagamma,Sh,2210_munugammagamma,1.9989,1.0,1.0,17220042752.0,3678325419540480.0,150000,5038,8614759.493721547
700201,700201,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700201.Sh_2210_taunugammagamma.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700201.Sh_2210_taunugammagamma.GamGam.root,Sh_2210_taunugammagamma,Sh,2210_taunugammagamma,2.0074,1.0,1.0,17653551104.0,3854472765767680.0,150000,6447,8794236.875560425
700320,700320,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700320.Sh_2211_Zee_maxHTpTV2_BFilter.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700320.Sh_2211_Zee_maxHTpTV2_BFilter.GamGam.root,Sh_2211_Zee_maxHTpTV2_BFilter,Sh,2211_Zee_maxHTpTV2_BFilter,2221.2,1.0,0.024936,13590815244288.0,8.425540715148885e+20,4206400,11284,245375419.2091019
700321,700321,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700321.Sh_2211_Zee_maxHTpTV2_CFilterBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700321.Sh_2211_Zee_maxHTpTV2_CFilterBVeto.GamGam.root,Sh_2211_Zee_maxHTpTV2_CFilterBVeto,Sh,2211_Zee_maxHTpTV2_CFilterBVeto,2221.2,1.0,0.129814,146340932091904.0,1.103723106515275e+22,20979600,53805,507524041.7466239
700322,700322,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700322.Sh_2211_Zee_maxHTpTV2_CVetoBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700322.Sh_2211_Zee_maxHTpTV2_CVetoBVeto.GamGam.root,Sh_2211_Zee_maxHTpTV2_CVetoBVeto,Sh,2211_Zee_maxHTpTV2_CVetoBVeto,2221.2,1.0,0.846072,1195987495288832.0,9.63822596845492e+22,85403200,188486,636402169.3494624
700323,700323,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700323.Sh_2211_Zmumu_maxHTpTV2_BFilter.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700323.Sh_2211_Zmumu_maxHTpTV2_BFilter.GamGam.root,Sh_2211_Zmumu_maxHTpTV2_BFilter,Sh,2211_Zmumu_maxHTpTV2_BFilter,2221.3,1.0,0.024394,12741689475072.0,8.070834393747418e+20,4009800,2459,235145558.83408675
700324,700324,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700324.Sh_2211_Zmumu_maxHTpTV2_CFilterBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700324.Sh_2211_Zmumu_maxHTpTV2_CFilterBVeto.GamGam.root,Sh_2211_Zmumu_maxHTpTV2_CFilterBVeto,Sh,2211_Zmumu_maxHTpTV2_CFilterBVeto,2221.3,1.0,0.13003,146058376118272.0,1.0886488575138521e+22,20960000,10898,505679896.78819376
700325,700325,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700325.Sh_2211_Zmumu_maxHTpTV2_CVetoBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700325.Sh_2211_Zmumu_maxHTpTV2_CVetoBVeto.GamGam.root,Sh_2211_Zmumu_maxHTpTV2_CVetoBVeto,Sh,2211_Zmumu_maxHTpTV2_CVetoBVeto,2221.3,1.0,0.846393,1196323711746048.0,9.622751146256875e+22,85443000,30031,636311000.3201427
700335,700335,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700335.Sh_2211_Znunu_pTV2_BFilter.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700335.Sh_2211_Znunu_pTV2_BFilter.GamGam.root,Sh_2211_Znunu_pTV2_BFilter,Sh,2211_Znunu_pTV2_BFilter,447.13,1.0,0.084269,16473609207808.0,5.967387022068684e+20,2841000,752,437207002.6788843
700336,700336,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700336.Sh_2211_Znunu_pTV2_CFilterBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700336.Sh_2211_Znunu_pTV2_CFilterBVeto.GamGam.root,Sh_2211_Znunu_pTV2_CFilterBVeto,Sh,2211_Znunu_pTV2_CFilterBVeto,447.13,1.0,0.202381,40184592662528.0,1.323214494437445e+21,6688000,1619,444074691.9787618
700337,700337,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700337.Sh_2211_Znunu_pTV2_CVetoBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700337.Sh_2211_Znunu_pTV2_CVetoBVeto.GamGam.root,Sh_2211_Znunu_pTV2_CVetoBVeto,Sh,2211_Znunu_pTV2_CVetoBVeto,447.13,1.0,0.712717,141602626469888.0,4.050271722110265e+21,23108200,4358,444345085.57606137
700338,700338,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700338.Sh_2211_Wenu_maxHTpTV2_BFilter.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700338.Sh_2211_Wenu_maxHTpTV2_BFilter.GamGam.root,Sh_2211_Wenu_maxHTpTV2_BFilter,Sh,2211_Wenu_maxHTpTV2_BFilter,21742.0,1.0,0.009376,422231960977408.0,2.518675277266123e+23,14839000,21479,2071257119.3333673
700339,700339,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700339.Sh_2211_Wenu_maxHTpTV2_CFilterBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700339.Sh_2211_Wenu_maxHTpTV2_CFilterBVeto.GamGam.root,Sh_2211_Wenu_maxHTpTV2_CFilterBVeto,Sh,2211_Wenu_maxHTpTV2_CFilterBVeto,21742.0,1.0,0.148977,1.0186022511968256e+16,8.062195062583989e+24,133882000,113772,3144748479.1941533
700340,700340,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700340.Sh_2211_Wenu_maxHTpTV2_CVetoBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700340.Sh_2211_Wenu_maxHTpTV2_CVetoBVeto.GamGam.root,Sh_2211_Wenu_maxHTpTV2_CVetoBVeto,Sh,2211_Wenu_maxHTpTV2_CVetoBVeto,21742.0,1.0,0.843596,2.897842344348877e+16,2.463680348751094e+25,177913000,120799,1579940569.4628606
700341,700341,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700341.Sh_2211_Wmunu_maxHTpTV2_BFilter.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700341.Sh_2211_Wmunu_maxHTpTV2_BFilter.GamGam.root,Sh_2211_Wmunu_maxHTpTV2_BFilter,Sh,2211_Wmunu_maxHTpTV2_BFilter,21806.0,1.0,0.009797,436982956163072.0,2.592404295048507e+23,15514000,12511,2045480683.1783993
700342,700342,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700342.Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700342.Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto.GamGam.root,Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto,Sh,2211_Wmunu_maxHTpTV2_CFilterBVeto,21806.0,1.0,0.146011,9443939113238528.0,7.462176656169735e+24,124010000,48648,2966139656.5428367
700343,700343,input-data/MC/ODEO_FEB2025_v0_GamGam_mc_700343.Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto.GamGam.root,ODEO_FEB2025_v0_GamGam_mc_700343.Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto.GamGam.root,Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto,Sh,2211_Wmunu_maxHTpTV2_CVetoBVeto,21806.0,1.0,0.843554,2.573561482969088e+16,2.194006612610479e+25,158012000,44010,1399089995.9850974
